@relation master

@attribute Title string
@attribute Major {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,10.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,99.0,26.0,27.0}
@attribute Subtopic numeric

@data
'to amend the internal revenue code of 1986 to provide a double deduction for a portion of an individuals state and local property taxes that are in excess of the national average',1.0,107
'to amend the internal revenue code of 1986 to encourage charitable contributions of real property for conservation purposes',1.0,107
'to amend the internal revenue code of 1986 to prohibit tax return preparers from requesting taxpayer consent to disclose or use return information',1.0,107
'to limit the development or implementation of a return free tax system',1.0,107
'to amend the internal revenue code of 1986 to simplify and provide greater uniformity for child related tax benefits and to eliminate the potential for abuse created by the uniform definition of child in the working families tax relief act of 2004',1.0,107
'to amend the internal revenue code of 1986 to allow a credit against tax for teleworking',1.0,107
'to amend the internal revenue code of 1986 to make the federal income tax system simpler fairer and more fiscally responsible and for other purposes',1.0,107
'to amend the internal revenue code of 1986 to replace the expired tax benefits for the dc zone and for other purposes',1.0,107
'to amend the internal revenue code of 1986 to allow a credit against income tax for qualified equity investments in certain small businesses',1.0,107
'to amend the internal revenue code of 1986 to provide a basic income guarantee in the form of a refundable tax credit for taxpayers who do not itemize deductions',1.0,107
'to amend the internal revenue code of 1986 to reduce by 50 percent certain tax benefits allowable to profitable large corporations which make certain workforce reductions',1.0,107
'to amend the internet tax freedom act to make permanent the moratorium on taxes on internet access and on multiple and discriminatory taxes on electronic commerce',1.0,107
'to amend the internal revenue code of 1986 to repeal the increase in the age of minor children whose unearned income is taxed as if parents income',1.0,107
'to repeal the increase in tax on unearned income of minor children enacted by the tax increase prevention and reconciliation act of 2005',1.0,107
'to amend the internal revenue code of 1986 to extend the period of limitation for filing a claim for credit or refund of an estate tax overpayment attributable to litigation continuing after the return for the estate is filed',1.0,107
'to establish a commission to develop legislation designed to reform tax policy and entitlement benefit programs and ensure a sound fiscal future for the united states and for other purposes',1.0,107
'to amend the internal revenue code of 1986 to provide individuals relief from the alternative minimum tax',1.0,107
'to amend the internal revenue code of 1986 to strengthen the earned income tax credit',1.0,107
'to amend the internal revenue code of 1986 to allow a tax credit for charitable contributions to private nonprofit charities providing health insurance premium assistance and drug co payment assistance thereby transitioning uninsured americans into priv',1.0,107
'to amend the internal revenue code of 1986 to increase the unified credit against the estate tax to an exclusion equivalent of 5000000 and to repeal the sunset provision for the estate and generation skipping taxes and for other purposes',1.0,107
'to provide federal contracting preferences for and a reduction in the rate of income tax imposed on patriot corporations and for other purposes',1.0,107
'to amend the internal revenue code of 1986 to provide middle class tax relief impose a surtax for families with incomes over 1000000 and for other purposes',1.0,107
'to amend the internal revenue code of 1986 to allow an above the line deduction for state and local and foreign real property taxes',1.0,107
'to amend the internal revenue code of 1986 to authorize the secretary of the treasury to extend the date for making a gift tax qualified terminable interest property election',1.0,107
'to amend the internal revenue code of 1986 to impose an excise tax on automobiles sold in the united states that are not alternative fueled automobiles and for other purposes',1.0,107
'to amend the internal revenue code of 1986 to increase the unified credit against the estate tax to an exclusion equivalent of 5000000 to repeal the sunset provision for the estate and generation skipping taxes and to extend expiring provisions and',1.0,107
'to amend the internal revenue code of 1986 to eliminate the limitation on the foreign earned income exclusion and for other purposes',1.0,107
'to amend the internal revenue code of 1986 to allow a deduction for certain travel expenses of qualified emergency volunteers',1.0,107
'to amend the internal revenue code of 1986 to provide for the indexing of certain assets for purposes of determining gain or loss',1.0,107
'an act to amend the internal revenue code of 1986 to extend expiring provisions and for other purposes',1.0,107
'to amend the internal revenue code of 1986 to provide an additional standard deduction for real property taxes for nonitemizers',1.0,107
'to limit the authority of states and localities to tax certain income of employees for employment duties performed in other states and localities',1.0,107
'to amend the internal revenue code of 1986 to treat income earned by mutual funds from exchange traded funds holding precious metal bullion as qualifying income',1.0,107
'to repeal the imposition of withholding on certain payments made to vendors by government entities',1.0,107
'to amend the internal revenue code of 1986 to allow a loss for development costs of certain creative property',1.0,107
'to amend the internal revenue code of 1986 to improve the rules relating to income earned abroad',1.0,107
'to amend the internal revenue code of 1986 to impose an excise tax on any tax exempt organization which accepts any contribution which may be used to relocate property held by the organization if the relocation is contrary to the intent of the donor of th',1.0,107
'to amend the internal revenue code of 1986 to modify the rate of the excise tax on certain wooden arrows',1.0,107
'to amend the internal revenue code of 1986 to allow taxpayers to designate income tax overpayments as contributions to the federal government on their income tax returns',1.0,107
'to amend the internal revenue code of 1986 to extend expiring provisions and for other purposes',1.0,107
'to treat payments by charitable organizations with respect to certain firefighters as exempt payments',1.0,107
'to establish an interagency committee to coordinate federal manufacturing research and development efforts in manufacturing strengthen existing programs to assist manufacturing innovation and education and expand outreach programs for small and medium s',1.0,108
'to amend the internal revenue code of 1986 to allow the manufacturing deduction provided by the american jobs creation act of 2004 with respect to income attributable to domestic production activities in puerto rico',1.0,108
'to provide for the establishment of a katrina assistance program through the manufacturing extension partnership program and for other purposes',1.0,108
'to require the administrator of the environmental protection agency to establish performance standards for fine particulates for certain pulp and paper mills and for other purposes',1.0,108
'to amend the intelligence reform and terrorism prevention act of 2004 with respect to the privacy and civil liberties oversight board and for other purposes',2.0,200
'to establish a commission to investigate the expulsion of african american residents of the missouri cities of aurora monett newburg pierce city cassville and webb city from their homes that occurred between august 1894 and august 1901 and make reco',2.0,200
'to amend the internal revenue code of 1986 to provide for the nonrecognition of gain on real property which is involuntarily converted as the result of the exercise of eminent domain without regard to whether such property is replaced',2.0,200
'to protect homes small businesses and other private property rights by limiting the power of eminent domain',2.0,200
'to protect private property rights',2.0,200
'to amend the internal revenue code of 1986 to exclude from gross income gain from the conversion of property by reason of eminent domain',2.0,200
'to impose limitations on the use of eminent domain for purposes of economic development',2.0,200
'to require the president to include a line item regarding the privacy and civil liberties oversight board in the budget submitted pursuant to title 31 united states code and for other purposes',2.0,200
'to designate certain functions as inherently governmental and for other purposes',2.0,200
'to provide a mechanism for the determination on the merits of the claims of claimants who met the class criteria in a civil action relating to racial discrimination by the department of agriculture but who were denied that determination',2.0,200
'to require payment of three times the amount of just compensation whenever private property is taken for private economic development use',2.0,200
'to affirm the authority of the executive branch to detain foreign nationals as unlawful combatants to enable a person detained as an unlawful combatant to challenge the basis for that detention and to receive a disposition within 2 years to provide for',2.0,201
'to amend title 38 united states code to repeal the provision of law requiring termination of the advisory committee on minority veterans as of december 31 2009',2.0,201
'to provide farm debt and program relief to african american farmers who suffered discrimination in the administration of department of agriculture farm credit programs and other agriculture programs and for other purposes',2.0,201
'to establish the national minority business enterprise incubator program',2.0,201
'to protect the civil rights of victims of gender motivated violence and to promote public safety health and regulate activities affecting interstate commerce by creating employer liability for negligent conduct that results in an individuals committing',2.0,202
'to amend title 10 united states code to enhance the readiness of the armed forces by replacing the current policy concerning homosexuality in the armed forces referred to as dont ask dont tell with a policy of nondiscrimination on the basis of se',2.0,202
'to amend title ii of the social security act and the internal revenue code of 1986 to coordinate the threshold requirement for coverage of domestic employees under social security with the amount required for a quarter of coverage',2.0,202
'to affirm that federal employees are protected from discrimination on the basis of sexual orientation and to repudiate any assertion to the contrary',2.0,202
'to provide for entitlement to dependents and survivors benefits under the old age survivors and disability insurance program under title ii of the social security act based on permanent partnership as well as marriage',2.0,202
'to prevent the abuse and exploitation of older individuals',2.0,204
'to prohibit discrimination on the basis of genetic information with respect to health insurance and employment',2.0,205
'to exempt persons with disabilities from the prohibition against providing section 8 rental assistance to college students',2.0,205
'to amend the voting rights act of 1965',2.0,206
'to amend the help america vote act of 2002 to protect voting rights and to improve the administration of federal elections and for other purposes',2.0,206
'to secure the federal voting rights of certain qualified ex offenders who have served their sentences',2.0,206
'to ensure the federal voting rights of persons who have been released from incarceration',2.0,206
'to amend the national voter registration act of 1993 to permit a voting registrar to remove an individual from the official list of registered voters for elections for federal office on the ground that the individual no longer resides in the registrars j',2.0,206
'to secure the federal voting rights of a person upon the unconditional release of that person from prison and the completion of sentence including parole',2.0,206
'to amend the help america vote act of 2002 to establish standards for the distribution of voter registration application forms and for other purposes',2.0,206
'to provide for an additional requirements payment under the help america vote act of 2002 to ensure that puerto rico is treated in the same manner as other states for purposes of determining the amount of the requirements payment made under such act and',2.0,206
'to amend title vii of the civil rights act of 1964 to establish provisions with respect to religious accommodation in employment and for other purposes',2.0,207
'to amend title 4 united states code to provide for the proper display of the flag over a one way street',2.0,207
'to amend the internal revenue code of 1986 to provide a religious exemption from providing identifying numbers for dependents to claim certain credits and deductions on a tax return',2.0,207
'to protect the right of elected and appointed officials to express their religious beliefs through public prayer',2.0,207
'to provide that human life shall be deemed to exist from conception',2.0,208
'to promote openness in government by strengthening section 552 of title 5 united states code commonly referred to as the freedom of information act and for other purposes',2.0,208
'to require federal agencies and persons engaged in interstate commerce in possession of electronic data containing personal information to disclose any unauthorized acquisition of such information to amend the gramm leach bliley act to require financi',2.0,208
'to regulate information brokers and protect individual rights with respect to personally identifiable information',2.0,208
'to exempt from the freedom of information act certain photographic images of deceased persons that are taken by or for medical examiners',2.0,208
'to establish the commission on freedom of information act processing delays',2.0,208
'to establish reasonable procedural protections for the use of national security letters and for other purposes',2.0,208
'to require the immediate release in unclassified form of all documentation and other information used by the secretary of defense to prepare the recommendations submitted to congress on may 13 2005 regarding the closure and realignment of military ins',2.0,208
'to expand the protections for sensitive personal information in federal law to cover the information collection and sharing practices of unregulated information brokers to enhance information security requirements for consumer reporting agencies and info',2.0,208
'to provide for the uniform and timely notification of consumers whose sensitive financial personal information has been placed at risk by a breach of data security to enhance data security safeguards to provide appropriate consumer mitigation services',2.0,208
'to amend the internal revenue code of 1986 to provide a 100 percent deduction for expenses related to identity theft',2.0,208
'to ensure that the confidential communications of a member of the armed forces with a victim service organization or a health care professional are not disclosed and for other purposes',2.0,208
'to prohibit fraudulent access to telephone records',2.0,208
'to prohibit the manufacture sale marketing or distribution of products or substances designed or intended to defraud a drug test',2.0,208
'to protect consistent with roe v wade a womans freedom to choose to bear a child or terminate a pregnancy and for other purposes',2.0,208
'to establish the national commission on surveillance activities and the rights of americans',2.0,208
'to reiterate that the foreign intelligence surveillance act of 1978 and title 18 united states code are the exclusive means by which domestic electronic surveillance may be conducted and for other purposes',2.0,208
'to require the secretary of veterans affairs to take certain actions to mitigate the effects of the breach of data security that occurred or is likely to have occurred in may 2006 at the department of veterans affairs and for other purposes',2.0,208
'to require federal agencies and persons engaged in interstate commerce in possession of data containing personal information to disclose any unauthorized acquisition of such information',2.0,208
'to require the secretary of veterans affairs to protect sensitive personal information of veterans to ensure that veterans are appropriately notified of any breach of data security with respect to such information to provide free credit monitoring and c',2.0,208
'to amend title 18 united states code to prohibit the unauthorized removal or use of personal information contained in a database owned operated or maintained by the federal government',2.0,208
'to provide for research on and services for individuals with post abortion depression and psychosis',2.0,208
'to ensure that during time of war and in another country the united states does not detain a united states citizen unless the united states first ensures that the citizens fundamental rights to information counsel and communication are protected',2.0,209
'to provide for the establishment of a bipartisan commission on medicaid',3.0,300
'to establish a federal interagency committee on emergency medical services and for other purposes',3.0,300
'to authorize the secretary of health and human services to make health information technology grants and for other purposes',3.0,300
'to amend the federal food drug and cosmetic act to ensure that health claims for foods and dietary supplements include accurate statements of the curative mitigation treatment and prevention effects of nutrients on disease or health related condition',3.0,300
'to amend the public health service act to establish an office of correctional public health',3.0,300
'to amend title 39 united states code to make cigarettes and certain other tobacco products nonmailable',3.0,300
'to extend the 50 percent compliance threshold used to determine whether a hospital or unit of a hospital is an inpatient rehabilitation facility and to establish the national advisory council on medical rehabilitation',3.0,300
'to amend the public health service act to establish a program to provide screenings and treatment for cancer to minority or underserved populations and for other purposes',3.0,300
'to provide that for the period ending august 31 2007 veterans affected by hurricane katrina shall have access to health care from the department of veterans affairs',3.0,300
'to amend title 38 united states code to provide additional authority for the secretary of veterans affairs to provide health care for a period of two years to members of the armed forces including members of the national guard serving under state autho',3.0,300
'to amend title xviii of the social security act to exempt complex rehabilitation products and assistive technology products from the medicare competitive acquisition program',3.0,300
'to amend title xviii of the social security act to eliminate the ma regional plan stabilization fund and to extend health status adjustment',3.0,300
'to amend the internal revenue code of 1986 to add meningococcal vaccines to the list of taxable vaccines for purposes of the vaccine injury compensation trust fund',3.0,300
'to improve the exchange of health information by encouraging the creation use and maintenance of lifetime electronic health records in independent health record banks by using such records to build a nationwide health information technology infrastruct',3.0,300
'to amend title iv of the public health service act to revise and extend the authorities of the national institutes of health and for other purposes',3.0,300
'to amend the public health service act to provide for the licensing of comparable biological products and for other purposes',3.0,300
'to direct the secretary of health and human services to approve the change in scope request submitted by family healthcare network to the bureau of primary health care on december 8 2005',3.0,300
'to provide for the recapture of unused employment based immigrant visa numbers in order to facilitate improved health care for all persons in the united states',3.0,301
'to amend title xi of the social security act to achieve a national health information infrastructure and to amend the internal revenue code of 1986 to establish a refundable credit for expenditures of health care providers implementing such infrastructur',3.0,301
'to provide grants to states for health care tribunals and for other purposes',3.0,301
'to direct the secretary of veterans affairs to conduct a pilot program to improve access to health care for rural veterans and for other purposes',3.0,301
'to amend title xviii of the social security act to enhance the access of medicare beneficiaries who live in medically underserved areas to critical primary and preventive health care benefits at federally qualified health centers',3.0,301
'to amend the internal revenue code of 1986 to provide for the disposition of unused benefits in health flexible spending arrangements',3.0,301
'to prevent a severe reduction in the federal medical assistance percentage determined for a state for fiscal year 2006',3.0,301
'to provide comprehensive reform regarding medical malpractice',3.0,301
'to amend the internal revenue code of 1986 to provide a credit against income tax to physicians who serve a substantial number of medicare beneficiaries in rural areas',3.0,301
'to amend the social security act to provide grants and flexibility through demonstration projects for states to provide universal comprehensive cost effective systems of health care coverage with simplified administration',3.0,301
'to amend title xix of the social security act to provide health information technology grants to states and transform the medicaid program by reducing the number of medical and medication errors unnecessary hospitalizations infections and inappropriate',3.0,301
'to suspend temporarily the application of laws which would deny certain federal benefits entitlements grants and licenses to victims of hurricane katrina or hurricane rita due to convictions for certain drug crimes',3.0,301
'to suspend temporarily the application of laws which would deny certain federal benefits entitlements and grants to victims of hurricane katrina or hurricane rita due to convictions for certain drug crimes',3.0,301
'to prohibit cuts in federal funding under the medicaid program until full consideration is given to recommendations of a bipartisan commission on medicaid',3.0,301
'to enhance the adoption of a nationwide interoperable health information technology system and to improve the quality and reduce the costs of health care in the united states',3.0,301
'to authorize the secretary of health and human services to reimburse states for expenditures associated with the implementation of the medicare prescription drug benefit for dual eligible individuals',3.0,301
'to provide quality affordable health care for all americans',3.0,301
'to provide for the restoration of health care related services in hurricane katrina affected areas and for other purposes',3.0,301
'to amend title 5 united states code to increase the maximum age up to which an individual may be afforded health coverage under chapter 89 of such title as a dependent child',3.0,301
'to amend the public health service act to provide for community projects that will reduce the number of individuals who are uninsured with respect to health care and for other purposes',3.0,301
'to amend the public health service act to prevent and cure diabetes and to promote and improve the care of individuals with diabetes for the reduction of health disparities within racial and ethnic minority groups including the african american hispanic',3.0,301
'to amend the internal revenue code of 1986 to provide tax incentives for the payment of premiums for high deductible health plans and for other purposes',3.0,301
'to amend title 38 united states code to improve health care for veterans in rural areas and for other purposes',3.0,301
'to provide for innovation in health care through state initiatives that expand coverage and access',3.0,301
'to amend title xix of the social security act to increase the minimum federal medical assistance percentage under the medicaid program for states to 53 percent',3.0,301
'to amend title xviii of the social security act to protect and preserve access of medicare beneficiaries in rural areas to health care providers under the medicare program and for other purposes',3.0,301
'to amend title xviii of the social security act to provide for coverage of remote patient management services under part b of the medicare program',3.0,301
'to amend title xxvi of the public health service act to provide for a one year extension of the program under such title and for other purposes',3.0,301
'to reduce the excessive burden the liability system places on the health care delivery system by establishing new rules for lawsuits related to health care provided pursuant to a federal program',3.0,301
'to establish a program to provide financial incentives for the establishment of interactive personal health records',3.0,301
'to make the federal employees health benefits program available to individuals age 55 to 65 who would not otherwise have health insurance',3.0,302
'to amend the internal revenue code of 1986 to improve health care choice by providing for the tax deductibility of medical expenses by individuals',3.0,302
'to amend title ii of the social security act to eliminate the 5 month waiting period for entitlement to disability benefits and to eliminate reconsideration as an intervening step between initial benefit entitlement decisions and subsequent hearings on th',3.0,302
'to extend the period for cobra coverage for victims of the terrorist attacks of september 11 2001',3.0,302
'to amend title 38 united states code to provide for an assured adequate level of funding for veterans health care',3.0,302
'to amend the internal revenue code of 1986 to allow the deduction for health insurance costs of self employed individuals to be allowed in computing self employment taxes',3.0,302
'to amend the internal revenue code of 1986 to allow individuals a refundable credit against income tax for the purchase of private health insurance and to establish state health insurance safety net programs',3.0,302
'to amend titles xviii and xix of the social security act to provide for coverage under the medicare and medicaid programs of incontinence undergarments',3.0,302
'to amend title 10 united states code to provide health care coverage for spouses and children of members of the uniformed services on active duty through the federal employees health benefits program',3.0,302
'to require each state to provide a minimum level of access to health care to all citizens of such state as a condition for participation in federal health care funding programs',3.0,302
'to require reimbursement for non tricare health insurance premiums paid by certain members of reserve components during the period the members were not eligible for tricare coverage',3.0,302
'to amend the internal revenue code of 1986 to treat expenses for certain meal replacement and dietary supplement products that qualify for fda approved health claims as expenses for medical care',3.0,302
'to amend the internal revenue code of 1986 to provide tax incentives for the purchase of qualified health insurance and for other purposes',3.0,302
'to amend titles xviii and xix of the social security act and title iii of the public health service act to improve access to information about individuals health care options and legal rights for care near the end of life to promote advance care plannin',3.0,302
'to amend the internal revenue code of 1986 to permit one time tax free distributions from retirement plans to fund health savings accounts',3.0,302
'to amend the internal revenue code of 1986 to allow individuals a refundable and advancable credit against income tax for health insurance costs to allow employees who elect not to participate in employer subsidized health plans an exclusion from gross i',3.0,302
'to amend title ii of the social security act to eliminate the 24 month waiting period for disabled individuals to become eligible for medicare benefits',3.0,302
'to amend title 38 united states code to require the department of veterans affairs to fill prescriptions for drugs and medicines written by private physicians',3.0,302
'to amend title 10 united states code to require the amounts reimbursed to institutional providers of health care services under the tricare program to be the same as amounts reimbursed under medicare and to require the secretary of defense to contract',3.0,302
'to amend title xix of the social security act to improve access to advanced practice nurses and physician assistants under the medicaid program',3.0,302
'to amend the public health service act to expand health care access and choice of coverage through individual membership associations imas',3.0,302
'to amend the internal revenue code of 1986 to allow individuals a refundable and advanceable credit against income tax for health insurance costs',3.0,302
'to direct the secretary of health and human services to establish a demonstration project for the use of an internet based form for submission of certain claims under the medicare program',3.0,302
'to promote health care coverage parity for individuals engaged in legal use of certain modes of transportation',3.0,302
'to amend title 38 united states code to clarify the availability of emergency medical care for veterans in non department of veterans affairs medical facilities',3.0,302
'to direct the secretary of veterans affairs to conduct a demonstration project for the improvement of business practices of the veterans health administration',3.0,302
'to amend the social security act to waive the 24 month waiting period for medicare coverage of certain disabled individuals who have no health insurance coverage',3.0,302
'to extend federal funding for operation of state high risk health insurance pools and for other purposes',3.0,302
'to amend title 10 united states code to allow certain beneficiaries covered by tricare for life to be reimbursed for travel expenses for certain medical care',3.0,302
'to amend title 38 united states code to provide for world war ii veterans to be in the same priority category for health care services from the department of veterans affairs as world war i veterans',3.0,302
'to amend the internal revenue code of 1986 to clarify the calculation of the reserve allowance for medical benefits of plans sponsored by bona fide associations',3.0,302
'to amend title xviii of the social security act to prevent a decrease in social security benefits resulting from medicare part d premiums increases',3.0,302
'to provide temporary medicaid disaster relief in response to hurricane katrina and for other purposes',3.0,302
'to prevent a reduction in the medicaid federal medical assistance percentage fmap determined for a state for fiscal year 2006',3.0,302
'to amend titles xix of the social security act to provide for health opportunity accounts under the medicaid program',3.0,302
'to amend title xix of the social security act to extend for 1 year the qualified individual qi program of medicare cost sharing assistance to low income medicare beneficiaries',3.0,302
'to amend the internal revenue code of 1986 to permit rollovers from retirement plans to health savings accounts',3.0,302
'to amend title xviii of the social security act to extend reasonable cost contracts under medicare',3.0,302
'to amend the internal revenue code of 1986 to provide a tax credit for health insurance costs of eligible disaster relief recipients',3.0,302
'to amend title xix of the social security act to permit medicaid beneficiaries the choice of self directed personal assistance services through a cash and counseling program under the medicaid program',3.0,302
'to provide for programs within the department of health and human services and department of veterans affairs for patients with fatal chronic illness and for other purposes',3.0,302
'to amend title 38 united states code to provide veterans enrolled in the health system of the department of veterans affairs the option of receiving covered health services through facilities other than those of the department',3.0,302
'to amend part d of title xviii of the social security act to extend the initial enrollment period for medicare prescription drug benefits through may 15 2008 to waive penalties for late enrollment before june 1 2008 and to provide other additional ben',3.0,302
'to amend the internal revenue code of 1986 to allow the use of flexible spending and health reimbursement arrangements in combination with health savings accounts and for other purposes',3.0,302
'to amend the public health service act to extend funding for the operation of state high risk health insurance pools',3.0,302
'to amend the social security act to improve choices available to medicare eligible seniors by permitting them to elect instead of regular medicare benefits to receive a voucher for a health savings account for premiums for a high deductible health insu',3.0,302
'to amend part d of title xviii of the social security act to remove the medicare prescription drug benefit late enrollment penalty and to extend the initial enrollment period for 2006 through july 15 2006',3.0,302
'to require that the secretary of the interior hold at least one public hearing in the surrounding community where land requested to be taken into trust for an indian tribe is located in order to ascertain the needs and interests of that surrounding commun',3.0,302
'to amend title xviii of the social security act to provide broader and more informed protection to medicare eligible individuals from abusive marketing practices of medicare prescription drug plans and ma pd plans to permit enrollees under medicare prescr',3.0,302
'to amend titles xviii and xix of the social security act to make improvements to payments to medicare advantage plans and to reinstate protections in the medicaid program for working families their children and the disabled against excessive out of pock',3.0,302
'to require the secretary of health and human services to provide federal medicaid funding for state costs associated with ensuring access to prescription drug benefits to part d eligible individuals',3.0,302
'to amend title xviii of the social security act to eliminate cost sharing under part d of such title for certain full benefit dual eligible individuals',3.0,302
'to provide additional funding for state health insurance counseling programs for medicare part d enrollment',3.0,302
'to amend chapter 89 of title 5 united states code to provide for the implementation of a system of electronic health records under the federal employees health benefits program',3.0,302
'to amend title xviii of the social security act to extend the 2006 open enrollment period for medicare prescription drug plans and to eliminate any late enrollment penalty for enrollments in such plans at any time during 2006',3.0,302
'to amend title 10 united states code to prohibit increases in fees for military health care',3.0,302
'to amend the internal revenue code of 1986 to provide that the deduction for the health insurance costs of self employed individuals be allowed in determining self employment tax',3.0,302
'to allow employees of federally qualified health centers to obtain health coverage under chapter 89 of title 5 united states code',3.0,302
'to provide for medicare reimbursement for health care services provided to medicare eligible veterans in facilities of the department of veterans affairs',3.0,302
'to amend the social security act to enhance the social security of the nation by ensuring adequate public private infrastructure and to resolve to prevent detect treat intervene in and prosecute elder abuse neglect and exploitation and for other pu',3.0,302
'to amend title xix of the social security act to repeal the amendments made by the deficit reduction act of 2005 requiring documentation evidencing citizenship or nationality as a condition for receipt of medical assistance under the medicaid program',3.0,302
'to amend title xviii of the social security act to extend the 2006 initial enrollment period for the medicare prescription drug benefit by six months to suspend the late enrollment penalty for such benefit during 2006 to permit medicare beneficiaries to',3.0,302
'to amend part b of title xviii of the social security act to repeal the income related increase in part b premiums that was enacted as part of the medicare prescription drug improvement and modernization act of 2003 public law 108 173',3.0,302
'to amend the department of veterans affairs health care programs enhancement act of 2001 to require the provision of chiropractic care and services to veterans at all department of veterans affairs medical centers',3.0,302
'to amend title 28 united states code to provide for the detection and prevention of inappropriate conduct in the federal judiciary',3.0,302
'to amend part d of title xviii of the social security act to extend the 2006 and 2007 initial enrollment periods for the medicare prescription drug benefit and suspend the late enrollment penalty through december 31 2007 to permit medicare beneficiaries',3.0,302
'to amend section 1862 of the social security act with respect to the application of medicare secondary payer rules to workers compensation settlement agreements and medicare set asides under such agreements',3.0,302
'to amend title xviii of the social security act to provide for an additional two month period in 2006 for enrollments in the medicare advantage plans and for the medicare prescription drug benefit without any late enrollment penalty for months before the',3.0,302
'to amend title 38 united states code to authorize the secretary of veterans affairs to employ additional categories of mental health professionals',3.0,302
'to amend title xxvii of the public health service act to permit a health insurance issuer an alternative to guaranteed issue of health insurance coverage in the small group market in order to promote affordable access to portable health insurance coverage',3.0,302
'to amend the internal revenue code of 1986 to allow distributions from health savings accounts to be used for the purchase of non group coverage under high deductible health insurance',3.0,302
'to establish a bipartisan commission on insurance reform',3.0,302
'to provide for the same treatment of all individuals notified of possible qualification for low income subsidies for purposes of enrollment and the waiver of late enrollment penalties under the medicare part d program',3.0,302
'to amend title xviii of the social security act to provide for a medicare prescription drug special enrollment period in 2006 for all part d eligible individuals and to waive the late enrollment penalty for low income individuals who enroll during such pe',3.0,302
'to amend the consolidated omnibus budget reconciliation act of 1985 to expand the county organized health insuring organizations authorized to enroll medicaid beneficiaries',3.0,302
'to remove the 18 or 36 month limitation on the period of cobra continuation coverage',3.0,302
'to amend the internal revenue code of 1986 to improve and expand the availability of health savings accounts and for other purposes',3.0,302
'to amend title xviii of the social security act to limit the penalty for late enrollment under the medicare program to 10 percent and twice the period of no enrollment and for other purposes',3.0,302
'to require the attorney general to establish and implement a program to make grants to states for fingerprinting programs for children',3.0,302
'to amend title 5 united states code to provide for greater flexibility in the number of levels of benefits that may be offered by certain health plans under chapter 89 of such title',3.0,302
'to amend the cobra continuation act provisions to extend cobra continuation coverage from 18 months to 36 months to provide a tax credit for the cost of such coverage and to reduce the income tax rate reduction for families with incomes of more than a m',3.0,302
'to amend the internal revenue code of 1986 to allow individuals eligible for veterans health benefits to contribute to health savings accounts',3.0,302
'to provide for the health care needs of veterans in far south texas',3.0,302
'to amend the social security act and the internal revenue code of 1986 to provide for a americare that assures the provision of health insurance coverage to all residents and for other purposes',3.0,302
'to amend title xviii of the social security act to reduce cost sharing under part d of such title for certain non institutionalized full benefit dual eligible individuals',3.0,302
'to amend title xviii of the social security act to provide for an adjustment to the reduction of medicare resident positions based on settled cost reports',3.0,302
'to provide for increased funding for veterans health care for fiscal year 2007 and for other purposes',3.0,302
'to amend section 1729 of title 38 united states code to eliminate the authorization for the united states to recover or collect from health plans and for other purposes',3.0,302
'to amend the fairness to contact lens consumers act to require contact lens sellers to provide a toll free telephone number and a dedicated email address for the purpose of receiving communications from prescribers',3.0,302
'to prohibit discrimination by group health plans and employers based on genetic information',3.0,302
'to amend the internal revenue code of 1986 to expand health coverage through the use of high deductible health plans and to encourage the use of health savings accounts',3.0,302
'to amend title xviii of the social security act to provide for guaranteed issue of medicare supplemental policies for disabled and renal disease beneficiaries upon first enrolling under part b of the medicare program',3.0,302
'to amend title 38 united states code to improve health care for veterans and for other purposes',3.0,302
'to amend title 38 united states code to permit medicare eligible veterans to receive an out patient medication benefit to provide that certain veterans who receive such benefit are not otherwise eligible for medical care and services from the departmen',3.0,302
'to remove the frequency limitation on medicare coverage for intermittent catheterization',3.0,302
'to amend the public health service act the employee retirement income security act of 1974 the internal revenue code of 1986 and title 5 united states code to require individual and group health insurance coverage and group health plans and federal e',3.0,302
'to facilitate the provision of telehealth services and for other purposes',3.0,302
'to amend title xviii of the social security act to provide for access to health benefits under the medicare program for certain individuals 21 to 65 years of age and for other purposes',3.0,302
'to amend the internal revenue code of 1986 to impose an excise tax on certain medical care providers that fail to provide a minimum level of charity medical care and for other purposes',3.0,302
'to amend the internal revenue code of 1986 to deny any deduction for direct to consumer advertisements of prescription drugs',3.0,321
'to establish reasonable legal reforms that will facilitate the manufacture of vital life saving vaccines and for other purposes',3.0,321
'to amend the federal food drug and cosmetic act with respect to the sale of prescription drugs through the internet and for other purposes',3.0,321
'to amend the federal food drug and cosmetic act to provide enhanced criminal penalties for certain violations of the act involving knowing concealment of evidence of a serious adverse drug experience and for other purposes',3.0,321
'to provide that the approved application under the federal food drug and cosmetic act for the drug commonly known as ru 486 is deemed to have been withdrawn to provide for the review by the comptroller general of the united states of the process by whi',3.0,321
'to amend the controlled substances act with respect to the regulation of ephedrine alkaloids including ephedrine and pseudoephedrine and for other purposes',3.0,321
'to ensure integrity in the operation of pharmacy benefit managers',3.0,321
'to provide for the withdrawal of the drug oxycontin from the commercial market',3.0,321
'to amend the federal food drug and cosmetic act to increase criminal penalties for the sale or trade of prescription drugs knowingly caused to be adulterated or misbranded to modify requirements for maintaining records of the chain of custody of prescr',3.0,321
