vote,subtopic1,subtopic2,subtopic3,topic1,topic2,topic3,anom
111 Congress:h5982:514:2010-07-30,"Macroeconomics:Taxation, Tax policy, and Tax Reform",NONE,NONE,Macroeconomics,NONE,NONE,no
111 Congress:h5987:611:2010-12-08,Social Welfare:Elderly Issues and Elderly Assistance Programs (Including Social Security Administration),NONE,NONE,Social Welfare,NONE,NONE,no
111 Congress:h5993:552:2010-09-29,Defense:Military Procurement and Weapons System Acquisitions and Evaluation,NONE,NONE,Defense,NONE,NONE,no
111 Congress:h6160:555:2010-09-29,"Space, Science, Technology and Communications:NASA, U.S. Government Use of Space, Space Exploration Agreements",NONE,NONE,"Space, Science, Technology and Communications",NONE,NONE,no
111 Congress:h626:308:2009-06-04,"Labor, Employment, and Immigration:Parental Leave and Child Care",NONE,NONE,"Labor, Employment, and Immigration",NONE,NONE,no
111 Congress:h626:310:2009-06-04,"Labor, Employment, and Immigration:Parental Leave and Child Care",NONE,NONE,"Labor, Employment, and Immigration",NONE,NONE,no
111 Congress:h627:188:2009-05-12,"Law, Crime, and Family Issues:Criminal and Civil Code",NONE,NONE,"Law, Crime, and Family Issues",NONE,NONE,no
111 Congress:h627:190:2009-05-13,"Banking, Finance, and Domestic Commerce:Consumer Finance, Mortgages, and Credit Cards",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:h627:191:2009-05-13,"Banking, Finance, and Domestic Commerce:Consumer Finance, Mortgages, and Credit Cards",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:h627:192:2009-05-13,NONE,NONE,NONE,NONE,NONE,NONE,yes
111 Congress:h627:194:2009-05-19,"Banking, Finance, and Domestic Commerce:Consumer Finance, Mortgages, and Credit Cards",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:h627:225:2009-04-30,"Banking, Finance, and Domestic Commerce:Securities and Commodities Regulation",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:h627:226:2009-04-30,"Banking, Finance, and Domestic Commerce:Consumer Finance, Mortgages, and Credit Cards",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:h627:228:2009-04-30,"Banking, Finance, and Domestic Commerce:Consumer Finance, Mortgages, and Credit Cards",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:h627:276:2009-05-20,"Banking, Finance, and Domestic Commerce:Consumer Finance, Mortgages, and Credit Cards",NONE,NONE,"Banking, Finance, and Domestic Commerce",NONE,NONE,no
111 Congress:h628:130:2009-03-17,"Law, Crime, and Family Issues:Court Administration",NONE,NONE,"Law, Crime, and Family Issues",NONE,NONE,no
111 Congress:h628:651:2010-12-17,"Law, Crime, and Family Issues:Court Administration",NONE,NONE,"Law, Crime, and Family Issues",NONE,NONE,no
111 Congress:h637:77:2009-02-24,Public Lands and Water Management:Water Resources Development and Research,NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:h6419:579:2010-11-18,"Labor, Employment, and Immigration:Employee Benefits",NONE,NONE,"Labor, Employment, and Immigration",NONE,NONE,no
111 Congress:h6495:616:2010-12-08,NONE,NONE,NONE,NONE,NONE,NONE,no
111 Congress:h6523:650:2010-12-17,Defense:General,NONE,NONE,Defense,NONE,NONE,no
111 Congress:h6540:658:2010-12-21,Defense:Direct War Related Issues,NONE,NONE,Defense,NONE,NONE,no
111 Congress:h725:455:2010-07-21,Public Lands and Water Management:Native American Affairs,NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:h730:16:2010-01-21,"Law, Crime, and Family Issues:Family Issues",NONE,NONE,"Law, Crime, and Family Issues",NONE,NONE,no
111 Congress:h738:53:2009-02-04,"Law, Crime, and Family Issues:Prisons",NONE,NONE,"Law, Crime, and Family Issues",NONE,NONE,no
111 Congress:h80:76:2009-02-24,Environment:Species and Forest Protection,NONE,NONE,Environment,NONE,NONE,no
111 Congress:h847:269:2010-12-09,"Health:Insurance reform, availability, and cost",NONE,NONE,Health,NONE,NONE,no
111 Congress:h847:491:2010-07-29,"Health:Insurance reform, availability, and cost",NONE,NONE,Health,NONE,NONE,no
111 Congress:h847:550:2010-09-29,"Health:Insurance reform, availability, and cost",NONE,NONE,Health,NONE,NONE,no
111 Congress:h847:664:2010-12-22,"Health:Insurance reform, availability, and cost",NONE,NONE,Health,NONE,NONE,no
111 Congress:h86:946:2009-12-09,Public Lands and Water Management:Native American Affairs,NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:h905:740:2009-09-29,"Public Lands and Water Management:National Parks, Memorials, Historic Sites, and Recreation",NONE,NONE,Public Lands and Water Management,NONE,NONE,no
111 Congress:h911:72:2009-02-23,"Law, Crime, and Family Issues:Family Issues",NONE,NONE,"Law, Crime, and Family Issues",NONE,NONE,no
111 Congress:h915:291:2009-05-21,"Transportation:Airports, Airlines, Air Traffic Control and Safety",NONE,NONE,Transportation,NONE,NONE,no
111 Congress:h946:562:2010-09-29,Government Operations:Government Efficiency and Bureaucratic Oversight,NONE,NONE,Government Operations,NONE,NONE,no
111 Congress:h957:199:2009-04-22,Education:Educational Excellence,NONE,NONE,Education,NONE,NONE,no
111 Congress:h965:695:2009-09-10,Public Lands and Water Management:Water Resources Development and Research,NONE,NONE,Public Lands and Water Management,NONE,NONE,no
